;apt;cluster;rwy;trajectory;Lat;Lon
196;JAI;0;27;8;26.81183621277215;75.77709216125582
197;JAI;0;27;8;26.80006259783006;75.7739327935877
198;JAI;0;27;8;26.78740035206797;75.77425800753697
199;JAI;0;27;8;26.77549060079485;75.77509718324634
200;JAI;0;27;8;26.76413320733445;75.77635161009344
201;JAI;0;27;8;26.75340870247603;75.77732344838657
202;JAI;0;27;8;26.7422960032053;75.77850279309739
203;JAI;0;27;8;26.73035420718866;75.78053801202036
204;JAI;0;27;8;26.71937811731255;75.7823559502584
205;JAI;0;27;8;26.70925963673645;75.78303126678846
206;JAI;0;27;8;26.70472163503829;75.78304336849835
207;JAI;0;27;8;26.69903999327709;75.78236077781744
208;JAI;0;27;8;26.68788215862043;75.78000993914348
209;JAI;0;27;8;26.6754064541366;75.77541320417029
210;JAI;0;27;8;26.66234859674937;75.7704323204706
211;JAI;0;27;8;26.64897232396004;75.7655724036817
212;JAI;0;27;8;26.63563222930702;75.76037100884291
213;JAI;0;27;8;26.62235424132791;75.75496300886711
214;JAI;0;27;8;26.60902317117276;75.74972109716444
215;JAI;0;27;8;26.59582224217136;75.7443321108792
216;JAI;0;27;9;26.826225;75.83337222
217;JAI;0;27;9;26.82373394888889;75.80685863888888
218;JAI;0;27;9;26.82303981314203;75.80067087836312
219;JAI;0;27;9;26.82117569706389;75.7855488216987
220;JAI;0;27;9;26.8150315542884;75.77413495426185
221;JAI;0;27;9;26.8049199301523;75.76856012032232
222;JAI;0;27;9;26.79315328909618;75.76717073351485
223;JAI;0;27;9;26.78129386625008;75.76726442367581
224;JAI;0;27;9;26.77012944222534;75.76773050546306
225;JAI;0;27;9;26.75921402106981;75.76827585060742
226;JAI;0;27;9;26.74797689087762;75.76880728685298
227;JAI;0;27;9;26.73641085015292;75.76926800654716
228;JAI;0;27;9;26.72570160080317;75.77003525703934
229;JAI;0;27;9;26.71538043083636;75.77073437882046
230;JAI;0;27;9;26.71021836727471;75.77100881306787
231;JAI;0;27;9;26.70380261962101;75.7712692338454
232;JAI;0;27;9;26.69147236327527;75.77172034250017
233;JAI;0;27;9;26.67717646561276;75.77135926336562
234;JAI;0;27;9;26.66315044081891;75.76856186460691
235;JAI;0;27;9;26.64965386701945;75.76394039702771
236;JAI;0;27;9;26.63643381972721;75.7583966061075
237;JAI;0;27;9;26.62324781191425;75.75270056166089
238;JAI;0;27;9;26.61005466432347;75.74703068139566
239;JAI;0;27;9;26.5969105554353;75.74140136184137
240;JAI;0;27;10;26.826225;75.83337222
241;JAI;0;27;10;26.82373394888889;75.80685863888888
242;JAI;0;27;10;26.8231435732301;75.80063173330255
243;JAI;0;27;10;26.82159469445376;75.78527208046314
244;JAI;0;27;10;26.81772444704518;75.77164275076689
245;JAI;0;27;10;26.80965872589889;75.76331855982598
246;JAI;0;27;10;26.79943404628002;75.75943321665866
247;JAI;0;27;10;26.78771531180594;75.75859729660361
248;JAI;0;27;10;26.77646535610391;75.75862102635324
249;JAI;0;27;10;26.76540159223598;75.75863251161803
250;JAI;0;27;10;26.75410102689664;75.75835529370701
251;JAI;0;27;10;26.74225638971843;75.75839081545537
252;JAI;0;27;10;26.73138086548092;75.75896976158761
253;JAI;0;27;10;26.72098766404321;75.75946925252644
254;JAI;0;27;10;26.71535736842592;75.75975747471779
255;JAI;0;27;10;26.70856851116132;75.76017008565105
256;JAI;0;27;10;26.69577557826942;75.76178444190386
257;JAI;0;27;10;26.68074053904037;75.76319629781788
258;JAI;0;27;10;26.6655756711224;75.76290454741229
259;JAI;0;27;10;26.65090720082349;75.76093919397877
260;JAI;0;27;10;26.63686920960841;75.75732419437355
261;JAI;0;27;10;26.62352734494324;75.75199280703
262;JAI;0;27;10;26.61024801145512;75.74652637928617
263;JAI;0;27;10;26.59706591094742;75.7409830006647
264;JAI;0;27;11;26.826225;75.83337222
265;JAI;0;27;11;26.82373394888889;75.80685863888888
266;JAI;0;27;11;26.82322783336963;75.80059994489213
267;JAI;0;27;11;26.82184755281721;75.78510507146115
268;JAI;0;27;11;26.81970491569852;75.76980987759097
269;JAI;0;27;11;26.81411606694972;75.7583883150929
270;JAI;0;27;11;26.80589674086273;75.75147156381867
271;JAI;0;27;11;26.7955876123414;75.7479719275184
272;JAI;0;27;11;26.78443084152572;75.74716862588816
273;JAI;0;27;11;26.77272698368477;75.74721587800306
274;JAI;0;27;11;26.7611488392569;75.74632687267675
275;JAI;0;27;11;26.74894775536941;75.74593973852139
276;JAI;0;27;11;26.7390393774601;75.7440478950642
277;JAI;0;27;11;26.72962339518705;75.7421197686745
278;JAI;0;27;11;26.72398701928802;75.7408637016215
279;JAI;0;27;11;26.71761916888327;75.73909226831876
280;JAI;0;27;11;26.70709708737009;75.73564366363053
281;JAI;0;27;11;26.69461314755917;75.73142320792611
282;JAI;0;27;11;26.68122504847805;75.7263993579994
283;JAI;0;27;11;26.66744055838089;75.72134881274866
284;JAI;0;27;11;26.65343239381972;75.71652730435248
285;JAI;0;27;11;26.63944824958821;75.71168238635896
286;JAI;0;27;11;26.62547552983999;75.7068088537225
287;JAI;0;27;11;26.61159586869962;75.70185487357766
288;JAI;0;27;12;26.826225;75.83337222
289;JAI;0;27;12;26.82373394888889;75.80685863888888
290;JAI;0;27;12;26.82331962440664;75.80056531533688
291;JAI;0;27;12;26.82209115488529;75.78494417609777
292;JAI;0;27;12;26.82049686546517;75.76907694830096
293;JAI;0;27;12;26.81796847880513;75.75412717980097
294;JAI;0;27;12;26.81233759115114;75.74353682184156
295;JAI;0;27;12;26.80395158552613;75.73668294004821
296;JAI;0;27;12;26.79451755562576;75.73266642255301
297;JAI;0;27;12;26.78361122579421;75.730252770269
298;JAI;0;27;12;26.77081051259777;75.72983740490143
299;JAI;0;27;12;26.75796923483719;75.72915286110793
300;JAI;0;27;12;26.74779846325616;75.72698166738559
301;JAI;0;27;12;26.73877166475545;75.72374057732327
302;JAI;0;27;12;26.73261372367759;75.7219763795375
303;JAI;0;27;12;26.72572394090124;75.72021729708875
304;JAI;0;27;12;26.71527785886318;75.71675468586226
305;JAI;0;27;12;26.70279847512901;75.71267596595517
306;JAI;0;27;12;26.68908311460631;75.7080689039556
307;JAI;0;27;12;26.67498501499199;75.70328303800385
308;JAI;0;27;12;26.66077006593928;75.69845383498492
309;JAI;0;27;12;26.64662985539464;75.69349915132261
310;JAI;0;27;12;26.63308142262208;75.68697060868665
311;JAI;0;27;12;26.61910480325803;75.68163385499656
312;JAI;0;27;13;26.826225;75.83337222
313;JAI;0;27;13;26.82373394888889;75.80685863888888
314;JAI;0;27;13;26.82349277314632;75.80049999235935
315;JAI;0;27;13;26.82234620501911;75.78477571946566
316;JAI;0;27;13;26.82108306582993;75.76853443482949
317;JAI;0;27;13;26.8194087000393;75.75253415762178
318;JAI;0;27;13;26.81741778253503;75.73727833017966
319;JAI;0;27;13;26.81365787882261;75.72358220180027
320;JAI;0;27;13;26.80674960857719;75.71507975187424
321;JAI;0;27;13;26.79809833476548;75.70767458909995
322;JAI;0;27;13;26.78618294540177;75.70360144903678
323;JAI;0;27;13;26.77421876162183;75.69891626686253
324;JAI;0;27;13;26.76611198084628;75.69129955762365
325;JAI;0;27;13;26.75664454276875;75.68783334453487
326;JAI;0;27;13;26.74893393328225;75.68624488331808
327;JAI;0;27;13;26.74189325235202;75.68256105114303
328;JAI;0;27;13;26.73344717666143;75.67480267189323
329;JAI;0;27;13;26.72192454784915;75.66887061911
330;JAI;0;27;13;26.70791481719908;75.6641403274702
331;JAI;0;27;13;26.69403950081294;75.6576556235373
332;JAI;0;27;13;26.67907869202741;75.65335773538084
333;JAI;0;27;13;26.6642131924538;75.64897958855522
334;JAI;0;27;13;26.64969725872523;75.64363197145711
335;JAI;0;27;13;26.63540747510238;75.63773193685869
336;JAI;2;27;14;26.826225;75.83337222
337;JAI;2;27;14;26.82373394888889;75.80685863888888
338;JAI;2;27;14;26.82258937352586;75.80160700271276
339;JAI;2;27;14;26.82101044392286;75.78858369737617
340;JAI;2;27;14;26.81929308248301;75.77361252430568
341;JAI;2;27;14;26.81749203975814;75.75288201929064
342;JAI;2;27;14;26.81681717914369;75.73024447556348
343;JAI;2;27;14;26.8182827597718;75.7140751571195
344;JAI;2;27;14;26.82488504396497;75.7006378518448
345;JAI;2;27;14;26.8366013297158;75.69453373557367
346;JAI;2;27;14;26.85524636687209;75.69625429916944
347;JAI;2;27;14;26.87709962317762;75.70299273573194
348;JAI;2;27;14;26.89728573097308;75.70711394190342
349;JAI;2;27;14;26.91594166033344;75.71079210663513
350;JAI;2;27;14;26.93337874710624;75.71352576470484
351;JAI;2;27;14;26.95114532017038;75.71831265855539
352;JAI;2;27;14;26.96850188233647;75.72192796896458
353;JAI;2;27;14;26.98588860452516;75.72552695266037
354;JAI;2;27;14;27.00327384986677;75.72919540332069
355;JAI;2;27;14;27.02058627987993;75.73285827649813
356;JAI;2;27;14;27.03772496443636;75.73645829899472
357;JAI;2;27;14;27.05473219171535;75.7400448894801
358;JAI;2;27;14;27.0717704138739;75.74154882292021
359;JAI;2;27;14;27.08920570769655;75.74597053259238
360;JAI;2;27;15;26.826225;75.83337222
361;JAI;2;27;15;26.82373394888889;75.80685863888888
362;JAI;2;27;15;26.82297585942464;75.80168851437448
363;JAI;2;27;15;26.82177521311018;75.7891725770153
364;JAI;2;27;15;26.82066328930508;75.77524574914979
365;JAI;2;27;15;26.81934991928437;75.75558910203857
366;JAI;2;27;15;26.81906849553713;75.73390787346094
367;JAI;2;27;15;26.82330250658923;75.72296815470989
368;JAI;2;27;15;26.83324756356353;75.71663190514681
369;JAI;2;27;15;26.84887871285363;75.71931470308887
370;JAI;2;27;15;26.8702597811808;75.72975931119578
371;JAI;2;27;15;26.8903007946107;75.73674906544527
372;JAI;2;27;15;26.90922002287303;75.74157781149573
373;JAI;2;27;15;26.92688482223724;75.74555957126456
374;JAI;2;27;15;26.94359265236927;75.74830890134524
375;JAI;2;27;15;26.9600709236153;75.75101218339991
376;JAI;2;27;15;26.97646492712117;75.75380802904832
377;JAI;2;27;15;26.99289018793891;75.75656727632342
378;JAI;2;27;15;27.00927767416962;75.75929263925363
379;JAI;2;27;15;27.02539607767956;75.76115185367301
380;JAI;2;27;15;27.04141136322388;75.7636596776815
381;JAI;2;27;15;27.05725894013373;75.76629935182832
382;JAI;2;27;15;27.07331957438979;75.76896591454648
383;JAI;2;27;15;27.08962334174858;75.77128163549644
384;JAI;2;27;16;26.826225;75.83337222
385;JAI;2;27;16;26.82373394888889;75.80685863888888
386;JAI;2;27;16;26.82314391667398;75.80172395842483
387;JAI;2;27;16;26.82201257899399;75.78935535103172
388;JAI;2;27;16;26.82105319699838;75.77571050156625
389;JAI;2;27;16;26.82045377439504;75.7571975094106
390;JAI;2;27;16;26.82522917165135;75.74393267849923
391;JAI;2;27;16;26.83134313779477;75.7372129595849
392;JAI;2;27;16;26.84349694600891;75.73623474938677
393;JAI;2;27;16;26.8598433734873;75.74144603970417
394;JAI;2;27;16;26.87914368970772;75.74958527855503
395;JAI;2;27;16;26.89771082786645;75.75569704495116
396;JAI;2;27;16;26.91561313782723;75.76003986034766
397;JAI;2;27;16;26.93242298164872;75.76315482966822
398;JAI;2;27;16;26.94871257219455;75.76574462904041
399;JAI;2;27;16;26.96470980857014;75.76800703811955
400;JAI;2;27;16;26.98055003957638;75.77016278204069
401;JAI;2;27;16;26.99641604345156;75.77219855425507
402;JAI;2;27;16;27.0122944909546;75.77441597430874
403;JAI;2;27;16;27.02799387599451;75.77643337072864
404;JAI;2;27;16;27.04340517029498;75.77837167828028
405;JAI;2;27;16;27.05863532529418;75.78060083594482
406;JAI;2;27;16;27.07410226043811;75.78281791689318
407;JAI;2;27;16;27.08984996708666;75.78501647638137
408;JAI;2;27;17;26.826225;75.83337222
409;JAI;2;27;17;26.82373394888889;75.80685863888888
410;JAI;2;27;17;26.82324623853917;75.80174553857896
411;JAI;2;27;17;26.82223171573887;75.78952408843561
412;JAI;2;27;17;26.821726312085;75.77651282444532
413;JAI;2;27;17;26.82524593808624;75.76418008469098
414;JAI;2;27;17;26.83162646096694;75.75434250640991
415;JAI;2;27;17;26.83940473562869;75.75149490899774
416;JAI;2;27;17;26.85236250751689;75.75319091452812
417;JAI;2;27;17;26.86833436687015;75.75858446642184
418;JAI;2;27;17;26.88648377547677;75.76596594033585
419;JAI;2;27;17;26.90498734416848;75.77430361215629
420;JAI;2;27;17;26.92262409681773;75.78028612031778
421;JAI;2;27;17;26.93980068790024;75.78659450308264
422;JAI;2;27;17;26.95595566267559;75.79041074835646
423;JAI;2;27;17;26.97150127340526;75.79288800829451
424;JAI;2;27;17;26.98696222986341;75.79583399413931
425;JAI;2;27;17;27.00210600159473;75.79742401140618
426;JAI;2;27;17;27.01720567121748;75.799035773894
427;JAI;2;27;17;27.03234067224001;75.80200334688129
428;JAI;2;27;17;27.04673983052274;75.80297763137305
429;JAI;2;27;17;27.06085391475015;75.80365333809114
430;JAI;2;27;17;27.07541811826215;75.8061060101276
431;JAI;2;27;17;27.09022362155529;75.80766215543966
432;JAI;2;27;18;26.826225;75.83337222
433;JAI;2;27;18;26.82373394888889;75.80685863888888
434;JAI;2;27;18;26.82336219127247;75.80176999354613
435;JAI;2;27;18;26.82245338511395;75.78969477598916
436;JAI;2;27;18;26.82419656850175;75.77945725888118
437;JAI;2;27;18;26.82847479323975;75.76888479129778
438;JAI;2;27;18;26.83679904560147;75.76275946447487
439;JAI;2;27;18;26.84600943972463;75.7631958213638
440;JAI;2;27;18;26.85952782711763;75.76689521767139
441;JAI;2;27;18;26.87606198588071;75.77418207981556
442;JAI;2;27;18;26.89460214564769;75.7840834774009
443;JAI;2;27;18;26.91351370477884;75.79610611971988
444;JAI;2;27;18;26.93231962900426;75.80828489558706
445;JAI;2;27;18;26.94974953910265;75.81820294818506
446;JAI;2;27;18;26.9670898313987;75.82832781358273
447;JAI;2;27;18;26.98378659661866;75.83789608356004
448;JAI;2;27;18;26.99879644031573;75.84321227097485
449;JAI;2;27;18;27.01265435050855;75.84418831385709
450;JAI;2;27;18;27.02630691582441;75.84466041119201
451;JAI;2;27;18;27.03965798169681;75.84504733094322
452;JAI;2;27;18;27.05249213146151;75.84542298934291
453;JAI;2;27;18;27.06490734708633;75.84577098062219
454;JAI;2;27;18;27.0776803470973;75.84614300733783
455;JAI;2;27;18;27.0908652659072;75.84654961238957
456;JAI;2;27;19;26.826225;75.83337222
457;JAI;2;27;19;26.82373394888889;75.80685863888888
458;JAI;2;27;19;26.82348796869074;75.80179652058477
459;JAI;2;27;19;26.82322997364379;75.79029275663585
460;JAI;2;27;19;26.82629174565198;75.78195461571771
461;JAI;2;27;19;26.83115769289937;75.77279399600157
462;JAI;2;27;19;26.84157598965655;75.77053262637189
463;JAI;2;27;19;26.85131525966623;75.77259562690617
464;JAI;2;27;19;26.86546537250204;75.77825129477733
465;JAI;2;27;19;26.88362834570237;75.7894542037563
466;JAI;2;27;19;26.9026549762658;75.80205475169987
467;JAI;2;27;19;26.9208787996054;75.81493918848166
468;JAI;2;27;19;26.93901759471028;75.82762729298787
469;JAI;2;27;19;26.95612518655166;75.83845898561938
470;JAI;2;27;19;26.97127355047838;75.84257533876196
471;JAI;2;27;19;26.98520319947351;75.84308589963608
472;JAI;2;27;19;26.99897633557255;75.84393248186798
473;JAI;2;27;19;27.01279738102021;75.84482241519008
474;JAI;2;27;19;27.02639917956357;75.84512293031072
475;JAI;2;27;19;27.03972246187088;75.84542663478457
476;JAI;2;27;19;27.05253452209776;75.84573578343166
477;JAI;2;27;19;27.06493596531921;75.8460683415752
478;JAI;2;27;19;27.07769792067401;75.84645402505235
479;JAI;2;27;19;27.09087020586519;75.84684900317022
480;JAI;2;27;20;26.826225;75.83337222
481;JAI;2;27;20;26.82373394888889;75.80685863888888
482;JAI;2;27;20;26.82380571386745;75.8018635345106
483;JAI;2;27;20;26.82560908323675;75.79212469393379
484;JAI;2;27;20;26.82890040066017;75.78506401504374
485;JAI;2;27;20;26.83586945225834;75.77965941557967
486;JAI;2;27;20;26.84815554458543;75.78123904141108
487;JAI;2;27;20;26.86046668218193;75.7888083127927
488;JAI;2;27;20;26.87625275280092;75.79888310717023
489;JAI;2;27;20;26.89789945054031;75.81825934744408
490;JAI;2;27;20;26.91697283972822;75.83400752257768
491;JAI;2;27;20;26.93081483001587;75.84034632149843
492;JAI;2;27;20;26.94411340540713;75.84234298427444
493;JAI;2;27;20;26.95783662564668;75.84389639015791
494;JAI;2;27;20;26.97187986202039;75.84464011385722
495;JAI;2;27;20;26.98578931434098;75.84523316931806
496;JAI;2;27;20;26.9993147957886;75.84528750778023
497;JAI;2;27;20;27.01300428459068;75.84573968681491
498;JAI;2;27;20;27.0265789397559;75.84602407009213
499;JAI;2;27;20;27.03986877904303;75.84628734377372
500;JAI;2;27;20;27.05265079768409;75.84659376338394
