Unnamed: 0;apt;cluster;rwy;trajectory;Lat;Lon;x (m);y (m)
242;JAI;0;27;10;26.823143573230098;75.80063173330255;-1150.1966447120315;-117.00048292992952
243;JAI;0;27;10;26.821594694453765;75.78527208046314;-2677.13139673493;-288.3859247105281
244;JAI;0;27;10;26.81772444704518;75.77164275076689;-4032.174265254839;-716.8521391422908
245;JAI;0;27;10;26.809658725898892;75.76331855982599;-4860.062955030881;-1610.2485518088633
246;JAI;0;27;10;26.799434046280023;75.75943321665866;-5246.820277078751;-2742.995986391512
247;JAI;0;27;10;26.78771531180594;75.75859729660361;-5330.484309971855;-4041.40562594913
248;JAI;0;27;10;26.776465356103913;75.75862102635324;-5328.650630221911;-5287.910050836867
249;JAI;0;27;10;26.765401592235982;75.75863251161803;-5328.025619963116;-6513.7837684361775
250;JAI;0;27;10;26.754101026896638;75.75835529370701;-5356.1287435609065;-7765.883111074555
251;JAI;0;27;10;26.742256389718428;75.75839081545539;-5353.151603703763;-9078.27918468615
252;JAI;0;27;10;26.731380865480922;75.75896976158761;-5296.0630852357235;-10283.319627175642
253;JAI;0;27;10;26.72098766404321;75.75946925252643;-5246.847115367101;-11434.914808185826
254;JAI;0;27;10;26.715357368425924;75.7597574747178;-5218.427017578804;-12058.767628083384
255;JAI;0;27;10;26.70856851116132;75.76017008565104;-5177.678935348407;-12810.994959050868
256;JAI;0;27;10;26.69577557826942;75.76178444190386;-5017.597718967632;-14228.52630843573
257;JAI;0;27;10;26.68074053904037;75.76319629781788;-4877.731605975723;-15894.474919553031
258;JAI;0;27;10;26.665575671122397;75.7629045474123;-4907.423065408845;-17574.74231296755
259;JAI;0;27;10;26.65090720082349;75.76093919397877;-5103.7246733616175;-19199.942132886714
260;JAI;0;27;10;26.636869209608413;75.75732419437355;-5464.306282743687;-20755.211286418373
261;JAI;0;27;10;26.623527344943238;75.75199280703;-5995.86549196278;-22233.258725171458
262;JAI;0;27;10;26.61024801145512;75.74652637928618;-6540.994682425208;-23704.34825087812
263;JAI;0;27;10;26.59706591094742;75.7409830006647;-7093.909373580328;-25164.63637148122
264;JAI;0;27;11;26.826225;75.83337222;2104.4681153060433;224.54698071859877
265;JAI;0;27;11;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
266;JAI;0;27;11;26.82322783336963;75.80059994489213;-1153.3558676921448;-107.66410708034591
267;JAI;0;27;11;26.82184755281721;75.78510507146115;-2693.727956717156;-260.36549460105795
268;JAI;0;27;11;26.81970491569852;75.76980987759097;-4214.315025494289;-497.35520515485155
269;JAI;0;27;11;26.81411606694972;75.7583883150929;-5350.025761058555;-1116.1736027668612
270;JAI;0;27;11;26.80589674086273;75.75147156381867;-6038.107958191201;-2026.5707753769866
271;JAI;0;27;11;26.7955876123414;75.7479719275184;-6386.636227553082;-3168.658516917377
272;JAI;0;27;11;26.784430841525715;75.74716862588815;-6467.144676102348;-4404.796217590693
273;JAI;0;27;11;26.77272698368477;75.74721587800306;-6463.10949142157;-5701.594637406229
274;JAI;0;27;11;26.761148839256897;75.74632687267676;-6552.189932433053;-6984.415920195405
275;JAI;0;27;11;26.74894775536941;75.7459397385214;-6591.401278481281;-8336.284881404405
276;JAI;0;27;11;26.739039377460102;75.7440478950642;-6780.180644531613;-9434.040696188897
277;JAI;0;27;11;26.729623395187048;75.7421197686745;-6972.572464642891;-10477.233881331553
278;JAI;0;27;11;26.72398701928802;75.7408637016215;-7097.891096192839;-11101.678768734939
279;JAI;0;27;11;26.71761916888327;75.73909226831877;-7274.548280714919;-11807.140859470905
280;JAI;0;27;11;26.70709708737009;75.73564366363053;-7618.3935467176125;-12972.792640255302
281;JAI;0;27;11;26.69461314755917;75.73142320792611;-8039.255161645773;-14355.761627127691
282;JAI;0;27;11;26.68122504847805;75.72639935799941;-8540.240467800368;-15838.84415702114
283;JAI;0;27;11;26.66744055838089;75.72134881274866;-9044.03198202114;-17365.825217697133
284;JAI;0;27;11;26.653432393819717;75.71652730435248;-9525.161319306602;-18917.586593223423
285;JAI;0;27;11;26.639448249588213;75.71168238635896;-10008.737322346062;-20466.666218127768
286;JAI;0;27;11;26.62547552983999;75.70680885372249;-10495.280031721903;-22014.459008151563
287;JAI;0;27;11;26.611595868699624;75.70185487357766;-10989.944749067998;-23551.915009427248
288;JAI;0;27;12;26.826225;75.83337222;2104.4681153060433;224.54698071859877
289;JAI;0;27;12;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
290;JAI;0;27;12;26.823319624406643;75.80056531533688;-1156.7974464363765;-97.4932753947268
291;JAI;0;27;12;26.82209115488529;75.78494417609777;-2709.716902676179;-233.37077769656753
292;JAI;0;27;12;26.820496865465174;75.76907694830095;-4287.14769594646;-409.5820403917743
293;JAI;0;27;12;26.817968478805128;75.75412717980097;-5773.462238179989;-689.1368547124537
294;JAI;0;27;12;26.81233759115114;75.74353682184156;-6826.631691878787;-1312.51781697955
295;JAI;0;27;12;26.80395158552613;75.7366829400482;-7508.591252894099;-2241.30635605939
296;JAI;0;27;12;26.794517555625763;75.73266642255301;-7908.594074474086;-3286.3597525652403
297;JAI;0;27;12;26.78361122579421;75.730252770269;-8149.374745347434;-4494.63623140063
298;JAI;0;27;12;26.77081051259777;75.72983740490143;-8191.600478260309;-5912.937658441874
