Unnamed: 0;apt;cluster;rwy;trajectory;Lat;Lon;x (m);y (m)
299;JAI;0;27;12;26.757969234837194;75.72915286110793;-8260.612674962951;-7335.716026405622
300;JAI;0;27;12;26.74779846325616;75.7269816673856;-8477.330236986065;-8462.501560803961
301;JAI;0;27;12;26.73877166475545;75.72374057732327;-8800.435936831458;-9462.45655752072
302;JAI;0;27;12;26.732613723677588;75.7219763795375;-8976.429037666694;-10144.637178535011
303;JAI;0;27;12;26.725723940901236;75.72021729708875;-9151.99089899726;-10907.90427526309
304;JAI;0;27;12;26.715277858863182;75.71675468586227;-9497.372461426863;-12065.082955402138
305;JAI;0;27;12;26.702798475129015;75.71267596595517;-9904.304532767228;-13447.495411493877
306;JAI;0;27;12;26.68908311460631;75.70806890395559;-10364.021320290198;-14966.79868474671
307;JAI;0;27;12;26.67498501499199;75.70328303800385;-10841.682671926423;-16528.4775958641
308;JAI;0;27;12;26.660770065939282;75.69845383498492;-11323.787641733066;-18103.08145133129
309;JAI;0;27;12;26.64662985539464;75.69349915132261;-11818.498008158896;-19669.37401212857
310;JAI;0;27;12;26.63308142262208;75.68697060868665;-12469.984665295466;-21169.923840305968
311;JAI;0;27;12;26.619104803258033;75.68163385499656;-13002.987354940173;-22718.006058920044
312;JAI;0;27;13;26.826225;75.83337222;2104.4681153060433;224.54698071859877
313;JAI;0;27;13;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
314;JAI;0;27;13;26.82349277314632;75.80049999235935;-1163.2894052956347;-78.30766665266889
315;JAI;0;27;13;26.822346205019112;75.78477571946566;-2726.457174965309;-205.10742387295664
316;JAI;0;27;13;26.82108306582993;75.76853443482948;-4341.057707756494;-344.6121678726146
317;JAI;0;27;13;26.8194087000393;75.75253415762178;-5931.756284639123;-529.4858475689593
318;JAI;0;27;13;26.817417782535035;75.73727833017965;-7448.513279995185;-749.2770790204976
319;JAI;0;27;13;26.813657878822607;75.72358220180027;-8810.400383169164;-1165.0001148215501
320;JAI;0;27;13;26.80674960857719;75.71507975187424;-9656.282193280538;-1929.8229244541665
321;JAI;0;27;13;26.79809833476548;75.70767458909995;-10393.322217462488;-2887.8052602411576
322;JAI;0;27;13;26.78618294540177;75.70360144903678;-10799.450065697583;-4207.698513639348
323;JAI;0;27;13;26.774218761621828;75.69891626686254;-11266.536464985402;-5532.9308923872095
324;JAI;0;27;13;26.76611198084628;75.69129955762365;-12024.891685751001;-6430.468668018129
325;JAI;0;27;13;26.75664454276875;75.68783334453488;-12370.666877026239;-7479.133854071088
326;JAI;0;27;13;26.748933933282252;75.68624488331808;-12529.515022215533;-8333.318565789716
327;JAI;0;27;13;26.741893252352018;75.68256105114304;-12896.758728501776;-9113.061471910933
328;JAI;0;27;13;26.73344717666143;75.67480267189323;-13669.579613490532;-10048.079776620298
329;JAI;0;27;13;26.72192454784915;75.66887061911;-14261.18871014528;-11324.141236490235
330;JAI;0;27;13;26.70791481719908;75.66414032747021;-14733.653513919255;-12875.887382688228
331;JAI;0;27;13;26.69403950081294;75.6576556235373;-15380.819299865248;-14412.510962930293
332;JAI;0;27;13;26.67907869202741;75.65335773538084;-15810.629056217438;-16069.648883168129
333;JAI;0;27;13;26.6642131924538;75.64897958855522;-16248.527087436403;-17716.201424420422
334;JAI;0;27;13;26.64969725872523;75.64363197145711;-16783.00906090231;-19323.87855662523
335;JAI;0;27;13;26.635407475102376;75.63773193685869;-17372.598347259107;-20906.399723740808
336;JAI;2;27;14;26.826225;75.83337222;2104.4681153060433;224.54698071859877
337;JAI;2;27;14;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
338;JAI;2;27;14;26.822589373525858;75.80160700271277;-1053.250537361628;-178.41469387054718
339;JAI;2;27;14;26.82101044392286;75.78858369737617;-2347.9321461977393;-353.1868586971373
340;JAI;2;27;14;26.81929308248301;75.77361252430569;-3836.2975458924325;-543.1071936961382
341;JAI;2;27;14;26.81749203975814;75.75288201929064;-5897.273547023341;-741.869423173151
342;JAI;2;27;14;26.81681717914369;75.73024447556348;-8147.824699519599;-815.3923382628685
343;JAI;2;27;14;26.8182827597718;75.71407515711951;-9755.175428275365;-651.8649531012139
344;JAI;2;27;14;26.82488504396497;75.7006378518448;-11090.388023378075;80.77573379462633
345;JAI;2;27;14;26.8366013297158;75.69453373557367;-11695.98399309278;1379.4957498273002
346;JAI;2;27;14;26.85524636687209;75.69625429916944;-11523.076958298901;3445.221013445187
347;JAI;2;27;14;26.877099623177617;75.70299273573194;-10851.31717721174;5865.98303688312
348;JAI;2;27;14;26.897285730973078;75.70711394190342;-10439.972213545323;8102.272199583613
349;JAI;2;27;14;26.91594166033344;75.71079210663513;-10072.914001582853;10169.065098428726
350;JAI;2;27;14;26.933378747106236;75.71352576470484;-9799.88175915266;12100.892638849866
351;JAI;2;27;14;26.95114532017038;75.71831265855539;-9323.0229370798;14069.081217559979
352;JAI;2;27;14;26.96850188233647;75.72192796896458;-8962.662564513415;15991.940478992816
353;JAI;2;27;14;26.98588860452516;75.72552695266037;-8604.030142832851;17918.152960065305
354;JAI;2;27;14;27.003273849866773;75.72919540332069;-8238.612270015481;19844.207564499346
355;JAI;2;27;14;27.02058627987993;75.73285827649812;-7873.8642436526625;21762.205172215465
356;JAI;2;27;14;27.03772496443636;75.73645829899472;-7515.474565192831;23660.965975965242
357;JAI;2;27;14;27.05473219171535;75.74004488948009;-7158.533405129778;25545.17221099782
358;JAI;2;27;14;27.071770413873896;75.7415488229202;-7008.281281519175;27432.935867396493
359;JAI;2;27;14;27.089205707696554;75.74597053259237;-6568.672133260927;29364.543251701416
360;JAI;2;27;15;26.826225;75.83337222;2104.4681153060433;224.54698071859877
361;JAI;2;27;15;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
362;JAI;2;27;15;26.822975859424638;75.80168851437449;-1045.1439029189823;-135.592436115147
363;JAI;2;27;15;26.82177521311018;75.7891725770153;-2289.3753373285754;-268.46060782406545
364;JAI;2;27;15;26.820663289305077;75.7752457491498;-3673.8894907192007;-391.3355526602412
365;JAI;2;27;15;26.819349919284374;75.75558910203857;-5628.058149301086;-536.137871136541
366;JAI;2;27;15;26.819068495537127;75.73390787346094;-7783.473401367167;-566.1747097183087
367;JAI;2;27;15;26.823302506589233;75.72296815470989;-8870.696668942424;-96.3257885293169
368;JAI;2;27;15;26.833247563563532;75.71663190514681;-9499.750992219799;1006.0518653511149
369;JAI;2;27;15;26.848878712853626;75.71931470308887;-9231.811495195321;2737.7962810310614
370;JAI;2;27;15;26.870259781180803;75.72975931119578;-8192.212550486678;5106.117357674699
371;JAI;2;27;15;26.8903007946107;75.73674906544527;-7496.331042004593;7326.244416548128
372;JAI;2;27;15;26.90922002287303;75.74157781149573;-7015.4238745535185;9422.232845938626
373;JAI;2;27;15;26.926884822237238;75.74555957126456;-6618.870143916691;11379.291874670027
374;JAI;2;27;15;26.94359265236927;75.74830890134524;-6344.877415198239;13230.391458034874
375;JAI;2;27;15;26.9600709236153;75.75101218339991;-6075.549224143317;15056.063934336584
376;JAI;2;27;15;26.97646492712117;75.75380802904832;-5797.1137457372;16872.40104171107
377;JAI;2;27;15;26.992890187938908;75.75656727632342;-5522.389558776197;18692.209248443916
378;JAI;2;27;15;27.00927767416962;75.75929263925363;-5251.109142884282;20507.839413983278
379;JAI;2;27;15;27.02539607767956;75.76115185367301;-5065.869143986932;22293.695079371664
380;JAI;2;27;15;27.041411363223876;75.7636596776815;-4816.3313369384305;24068.103215499264
381;JAI;2;27;15;27.05725894013373;75.76629935182831;-4553.790120335289;25823.92934262393
382;JAI;2;27;15;27.073319574389785;75.76896591454648;-4288.6467561142;27603.36696234347
383;JAI;2;27;15;27.089623341748577;75.77128163549644;-4058.3650156181684;29409.760645582483
384;JAI;2;27;16;26.826225;75.83337222;2104.4681153060433;224.54698071859877
385;JAI;2;27;16;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
386;JAI;2;27;16;26.82314391667398;75.80172395842483;-1041.6188789518503;-116.97185642526651
387;JAI;2;27;16;26.822012578993988;75.78935535103172;-2271.2008780519113;-242.1635707252373
388;JAI;2;27;16;26.821053196998378;75.77571050156625;-3627.675173998808;-348.1468506898488
389;JAI;2;27;16;26.820453774395038;75.75719750941059;-5468.108558825823;-413.9001923593933
390;JAI;2;27;16;26.825229171651355;75.74393267849923;-6786.507949167426;115.85747286694178
391;JAI;2;27;16;26.83134313779477;75.73721295958491;-7454.100810096473;793.6661765857593
392;JAI;2;27;16;26.843496946008912;75.73623474938677;-7550.531671665252;2140.3746904787154
393;JAI;2;27;16;26.8598433734873;75.74144603970417;-7031.562151215075;3951.2715089783264
394;JAI;2;27;16;26.879143689707718;75.74958527855503;-6221.648974657302;6089.336019336126
395;JAI;2;27;16;26.89771082786645;75.75569704495115;-5613.463304495599;8146.303916509126
396;JAI;2;27;16;26.91561313782723;75.76003986034765;-5181.213054495242;10129.708642956446
397;JAI;2;27;16;26.932422981648717;75.76315482966821;-4871.086792783855;11992.128632448652
398;JAI;2;27;16;26.94871257219455;75.7657446290404;-4613.222207771798;13796.930776192054
399;JAI;2;27;16;26.96470980857014;75.76800703811955;-4387.947766123991;15569.356411313833
400;JAI;2;27;16;26.98055003957638;75.77016278204069;-4173.331135151725;17324.39327214243
401;JAI;2;27;16;26.996416043451557;75.77219855425507;-3970.6814148254034;19082.293194633312
402;JAI;2;27;16;27.0122944909546;75.77441597430874;-3750.0600825223214;20841.569781893668
403;JAI;2;27;16;27.02799387599451;75.77643337072864;-3549.3542898442315;22581.01555294088
404;JAI;2;27;16;27.04340517029498;75.77837167828028;-3356.559257653789;24288.545943610858
405;JAI;2;27;16;27.05863532529418;75.78060083594481;-3134.967852600446;25976.001721621044
406;JAI;2;27;16;27.07410226043811;75.78281791689318;-2914.6275302064287;27689.69709891499
407;JAI;2;27;16;27.089849967086657;75.78501647638137;-2696.1773024561116;29434.5064225994
408;JAI;2;27;17;26.826225;75.83337222;2104.4681153060433;224.54698071859877
409;JAI;2;27;17;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
410;JAI;2;27;17;26.82324623853917;75.80174553857896;-1039.4726688182366;-105.63469284942187
411;JAI;2;27;17;26.82223171573887;75.78952408843561;-2254.422241517212;-217.88606068540085
412;JAI;2;27;17;26.821726312084998;75.77651282444532;-3547.8940767305985;-273.5878647764757
413;JAI;2;27;17;26.825245938086237;75.76418008469098;-4773.755690654439;116.79347966716196
414;JAI;2;27;17;26.83162646096694;75.7543425064099;-5751.366105102772;824.1678718884949
415;JAI;2;27;17;26.83940473562869;75.75149490899774;-6034.011742416739;1686.1385782985205
416;JAI;2;27;17;26.85236250751689;75.75319091452812;-5864.769146391283;3121.789788555157
417;JAI;2;27;17;26.86833436687015;75.75858446642184;-5327.988025031686;4891.245955239903
418;JAI;2;27;17;26.88648377547677;75.76596594033585;-4593.756781175056;6901.925657443882
419;JAI;2;27;17;26.904987344168482;75.7743036121563;-3764.7603003613403;8951.860656033276
420;JAI;2;27;17;26.92262409681773;75.78028612031778;-3169.977076897445;10905.862874597293
421;JAI;2;27;17;26.939800687900238;75.78659450308264;-2543.0264986464485;12808.900347483881
422;JAI;2;27;17;26.955955662675592;75.79041074835645;-2163.7360247533975;14598.813123734153
423;JAI;2;27;17;26.97150127340526;75.79288800829451;-1917.4974776577656;16321.23880954774
424;JAI;2;27;17;26.98696222986341;75.79583399413931;-1624.7984967359398;18034.283475211312
425;JAI;2;27;17;27.00210600159473;75.79742401140618;-1466.7673794405218;19712.205550491177
426;JAI;2;27;17;27.01720567121748;75.79903577389399;-1306.6207914979416;21385.24283802461
427;JAI;2;27;17;27.032340672240014;75.80200334688129;-1011.9831313054402;23062.18540391047
428;JAI;2;27;17;27.04673983052274;75.80297763137304;-915.1917638394254;24657.61570707391
429;JAI;2;27;17;27.060853914750147;75.80365333809114;-848.0465212731114;26221.462287330505
430;JAI;2;27;17;27.07541811826215;75.80610601012759;-604.6584524785701;27835.17311052051
431;JAI;2;27;17;27.09022362155529;75.80766215543966;-450.24645428802876;29475.62768660134
432;JAI;2;27;18;26.826225;75.83337222;2104.4681153060433;224.54698071859877
433;JAI;2;27;18;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
434;JAI;2;27;18;26.82336219127247;75.80176999354612;-1037.040554686329;-92.7872418454165
435;JAI;2;27;18;26.82245338511395;75.78969477598916;-2237.4497548192635;-193.3279453536094
436;JAI;2;27;18;26.824196568501748;75.77945725888118;-3255.114528679638;0.039523912060005606
437;JAI;2;27;18;26.82847479323975;75.76888479129778;-4305.948835360051;474.3848265195718
438;JAI;2;27;18;26.836799045601467;75.76275946447488;-4914.478029466208;1396.9405890527366
439;JAI;2;27;18;26.846009439724625;75.7631958213638;-4870.711239381889;2417.442299894129
440;JAI;2;27;18;26.859527827117628;75.76689521767139;-4502.494732878142;3915.153186545538
441;JAI;2;27;18;26.87606198588071;75.77418207981556;-3777.7928042966114;5746.912845616741
442;JAI;2;27;18;26.894602145647692;75.7840834774009;-2793.500231019184;7800.9204292610275
443;JAI;2;27;18;26.91351370477884;75.79610611971988;-1598.817145736662;9896.127699249584
444;JAI;2;27;18;26.932319629004265;75.80828489558706;-389.02494823815334;11979.743144988863
445;JAI;2;27;18;26.94974953910265;75.81820294818506;595.8894053672881;13910.998515389294
446;JAI;2;27;18;26.967089831398695;75.82832781358273;1601.036509312954;15832.403570156179
447;JAI;2;27;18;26.98378659661866;75.83789608356005;2550.6389824279418;17682.574033497
448;JAI;2;27;18;26.99879644031573;75.84321227097485;3077.968096419715;19345.793712675757
449;JAI;2;27;18;27.01265435050855;75.8441883138571;3174.459791344741;20881.284604151766
450;JAI;2;27;18;27.02630691582441;75.84466041119201;3220.926059694035;22394.010999824615
451;JAI;2;27;18;27.03965798169681;75.84504733094322;3258.938359403791;23873.32901322899
452;JAI;2;27;18;27.05249213146151;75.84542298934291;3295.839400297046;25295.37215289345
453;JAI;2;27;18;27.06490734708633;75.84577098062219;3329.9997662112155;26670.996455661425
454;JAI;2;27;18;27.077680347097303;75.84614300733783;3366.5260186240125;28086.26426387441
455;JAI;2;27;18;27.090865265907198;75.84654961238957;3406.460986537073;29547.17401359162
456;JAI;2;27;19;26.826225;75.83337222;2104.4681153060433;224.54698071859877
457;JAI;2;27;19;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
458;JAI;2;27;19;26.82348796869074;75.80179652058476;-1034.4023729085532;-78.85122469330412
459;JAI;2;27;19;26.82322997364379;75.79029275663585;-2177.9894752295704;-107.29174570837469
460;JAI;2;27;19;26.82629174565198;75.78195461571771;-3006.8000472419685;232.12515001734292
461;JAI;2;27;19;26.83115769289937;75.77279399600155;-3917.261924345425;771.5255348088824
462;JAI;2;27;19;26.841575989656548;75.77053262637189;-4141.669327359689;1925.9523821654489
463;JAI;2;27;19;26.85131525966623;75.77259562690618;-3936.2836492054676;3005.005186018244
464;JAI;2;27;19;26.86546537250204;75.77825129477732;-3373.7752615448117;4572.68556359168
465;JAI;2;27;19;26.883628345702373;75.78945420375629;-2260.1507309834155;6584.908273600183
466;JAI;2;27;19;26.9026549762658;75.80205475169987;-1008.0307489103277;8692.911310300975
467;JAI;2;27;19;26.920878799605397;75.81493918848166;271.8696110141448;10712.08747636752
468;JAI;2;27;19;26.939017594710283;75.82762729298787;1531.863847409875;12721.969803339682
469;JAI;2;27;19;26.956125186551663;75.83845898561937;2607.1518043447168;14617.680300210515
470;JAI;2;27;19;26.971273550478376;75.84257533876195;3015.477997984701;16296.221495531288
471;JAI;2;27;19;26.98520319947351;75.84308589963608;3065.7912818190484;17839.64932222645
472;JAI;2;27;19;26.998976335572554;75.84393248186798;3149.448661157959;19365.74387755928
473;JAI;2;27;19;27.012797381020214;75.84482241519008;3237.3866718926115;20897.14847685261
474;JAI;2;27;19;27.02639917956357;75.84512293031072;3266.820291526448;22404.245687268856
475;JAI;2;27;19;27.03972246187088;75.84542663478456;3296.571301384746;23880.483238368193
476;JAI;2;27;19;27.052534522097766;75.84573578343165;3326.8703205634783;25300.077208581555
477;JAI;2;27;19;27.064935965319208;75.8460683415752;3359.496745088473;26674.175194188236
478;JAI;2;27;19;27.077697920674016;75.84645402505235;3397.374584471531;28088.219695182546
479;JAI;2;27;19;27.090870205865194;75.84684900317022;3436.153236244354;29547.7294130929
480;JAI;2;27;20;26.826225;75.83337222;2104.4681153060433;224.54698071859877
481;JAI;2;27;20;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
482;JAI;2;27;20;26.82380571386745;75.80186353451059;-1027.737692682516;-43.64536180636474
483;JAI;2;27;20;26.825609083236753;75.79212469393379;-1995.8356081952552;156.28528983372465
484;JAI;2;27;20;26.82890040066017;75.78506401504373;-2697.642383066085;521.0962481352263
485;JAI;2;27;20;26.83586945225834;75.77965941557967;-3234.6868882897975;1293.3986731128016
486;JAI;2;27;20;26.848155544585428;75.78123904141107;-3077.3423443813654;2654.667707305023
487;JAI;2;27;20;26.86046668218193;75.7888083127927;-2324.797296461021;4018.590075919468
488;JAI;2;27;20;26.876252752800923;75.79888310717024;-1323.4097533620534;5767.553991256288
489;JAI;2;27;20;26.897899450540308;75.81825934744408;601.7638848166536;8165.969534431401
490;JAI;2;27;20;26.916972839728217;75.83400752257769;2165.8948307306823;10279.487053739933
491;JAI;2;27;20;26.93081483001587;75.84034632149844;2795.1738909863197;11813.313777979449
492;JAI;2;27;20;26.94411340540713;75.84234298427444;2993.1241286851096;13286.851437789259
493;JAI;2;27;20;26.95783662564668;75.84389639015791;3147.004184040209;14807.43210943687
494;JAI;2;27;20;26.971879862020394;75.84464011385722;3220.4525851343064;16363.451910043621
495;JAI;2;27;20;26.985789314340984;75.84523316931806;3278.930133345376;17904.644865174854
496;JAI;2;27;20;26.999314795788603;75.84528750778024;3283.933680644779;19403.279800418266
497;JAI;2;27;20;27.01300428459068;75.84573968681491;3328.414495597429;20920.097225748763
498;JAI;2;27;20;27.026578939755897;75.84602407009213;3356.2371770758855;22424.186713028983
499;JAI;2;27;20;27.03986877904303;75.84628734377372;3381.9670919500254;23896.717884745092
500;JAI;2;27;20;27.052650797684088;75.84659376338394;3411.9866040511424;25312.983353827
501;JAI;2;27;20;27.06500552243092;75.84679108253239;3431.189602269391;26681.901460711837
502;JAI;2;27;20;27.07773612904028;75.84713023792247;3464.445320442061;28092.471442489517
503;JAI;2;27;20;27.09088036525024;75.84746472221741;3497.2175122699996;29548.871852337612
504;JAI;3;27;21;26.826225;75.83337222;2104.4681153060433;224.54698071859877
505;JAI;3;27;21;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
506;JAI;3;27;21;26.82242812316298;75.8005360883005;-1159.7119683655346;-196.27202398487788
507;JAI;3;27;21;26.819898568318173;75.77956113381245;-3244.9108741437813;-476.1847936300117
508;JAI;3;27;21;26.81826143876899;75.75660907314291;-5526.712565495439;-656.7871229852298
509;JAI;3;27;21;26.817591141546718;75.73480503554629;-7694.383386206122;-729.9212798823303
510;JAI;3;27;21;26.81940765270332;75.71428243111303;-9734.473383377474;-527.2419436004744
511;JAI;3;27;21;26.83653238868905;75.70272929621008;-10881.368671657227;1371.128464085399
512;JAI;3;27;21;26.855187031564302;75.71204329764005;-9953.9449975266;3437.3116270085266
513;JAI;3;27;21;26.87457279201102;75.72017829088988;-9143.918535160341;5584.65581962704
514;JAI;3;27;21;26.89254684432866;75.73441440481993;-7728.129646761625;7575.248230778451
515;JAI;3;27;21;26.91370644967909;75.74383800228212;-6790.64112786724;9919.209413830435
516;JAI;3;27;21;26.935403108415322;75.75481867228714;-5698.837434394243;12322.675535109594
517;JAI;3;27;21;26.95939138607606;75.76529210682958;-4657.720566026006;14980.167820842382
518;JAI;3;27;21;26.98946199389683;75.77017711379163;-4171.581559407944;18311.844012600508
519;JAI;3;27;21;27.00050436108183;75.78849882448269;-2352.6567233918204;19534.876599190357
520;JAI;3;27;21;27.00732827586074;75.80825230797397;-392.0028349523829;20290.758374542496
521;JAI;3;27;21;27.014892464234123;75.83019436541683;1785.604830750911;21128.99641715621
522;JAI;3;27;21;27.039048982214325;75.84459475429567;3214.050580127718;23805.839897199836
523;JAI;3;27;21;27.02757572150234;75.87395014027841;6127.347818333934;22535.67193657041
524;JAI;3;27;21;27.0205427148383;75.8999961135934;8712.462260915496;21757.929128225373
525;JAI;3;27;21;27.02272498381492;75.92305932436611;11000.98492830373;22001.513345223408
526;JAI;3;27;21;27.027292670532646;75.94590467846871;13267.522726610872;22509.79547360543
527;JAI;3;27;21;27.039288629936262;75.96891072740145;15548.807922610062;23841.561030838166
528;JAI;3;27;22;26.826225;75.83337222;2104.4681153060433;224.54698071859877
529;JAI;3;27;22;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
530;JAI;3;27;22;26.82278184367493;75.80056962211243;-1156.3747708967774;-157.07982833674606
531;JAI;3;27;22;26.820881775742393;75.78096515280696;-3105.3070017926425;-367.2797810566909
532;JAI;3;27;22;26.8197577631493;75.76062944211904;-5126.9644548245105;-491.1619491194915
533;JAI;3;27;22;26.82042713203732;75.74575282492319;-6605.84952334013;-416.3080125009259
534;JAI;3;27;22;26.8233051242237;75.7363744844623;-7537.979248246562;-96.90202774058734
535;JAI;3;27;22;26.836058908107763;75.72718180093003;-8450.873544345046;1316.8051347794642
536;JAI;3;27;22;26.85118387993412;75.72943442905641;-8225.873428281691;2992.5148791541565
537;JAI;3;27;22;26.867431760995558;75.73913233916132;-7261.008440223799;4792.200525964086
538;JAI;3;27;22;26.88490845933674;75.7489451832123;-6284.931152145707;6728.108231927068
539;JAI;3;27;22;26.904303296512488;75.75738258479028;-5445.698616450201;8876.680961408601
540;JAI;3;27;22;26.9252920867553;75.76628556442822;-4560.445700665951;11201.90399239988
541;JAI;3;27;22;26.94481252609986;75.77875901301445;-3321.006221858179;13364.396554060439
542;JAI;3;27;22;26.95255340828824;75.79910787644619;-1300.2040668678765;14221.722256133813
543;JAI;3;27;22;26.96060892276608;75.8158324883383;360.4702144359236;15114.217568174292
544;JAI;3;27;22;26.97149278503598;75.8296176380442;1729.0286245526738;16320.271067071732
545;JAI;3;27;22;26.980957305772577;75.84694686634866;3449.1915035822612;17369.300018580696
546;JAI;3;27;22;26.985598757790807;75.86644237814023;5384.329768772532;17884.253591468143
547;JAI;3;27;22;26.98543415076062;75.88781740271037;7506.194958387377;17867.098516495385
548;JAI;3;27;22;26.98450225879308;75.90907421775238;9616.39670341959;17765.275500675925
549;JAI;3;27;22;26.98521553174633;75.92963545090676;11657.414225379593;17846.026717444016
550;JAI;3;27;22;26.984937760506398;75.95005866174509;13684.824225620096;17817.284763723343
551;JAI;3;27;22;26.984713267025253;75.96997310430183;15661.732003474586;17794.708914980838
552;JAI;3;27;23;26.826225;75.83337222;2104.4681153060433;224.54698071859877
553;JAI;3;27;23;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
554;JAI;3;27;23;26.82301271342762;75.80059150928777;-1154.1966274807228;-131.4994834616054
555;JAI;3;27;23;26.821414552715897;75.78172595767094;-3029.6599539967415;-308.26607141839304
556;JAI;3;27;23;26.821249454777842;75.76463736367947;-4728.464450099496;-326.0369597779918
557;JAI;3;27;23;26.8235489190129;75.75780387601151;-5407.68149003786;-70.98184768934952
558;JAI;3;27;23;26.82604561172358;75.75190840067793;-5993.615425215818;205.91823901470764
559;JAI;3;27;23;26.83573592160162;75.74386216624599;-6792.8908314487935;1280.016794307656
560;JAI;3;27;23;26.84758056408619;75.74508852993375;-6670.298169025326;2592.3468111016855
561;JAI;3;27;23;26.862521880608057;75.75216436628318;-5966.259545785251;4247.503621650309
562;JAI;3;27;23;26.878928352444763;75.76032135868681;-5154.91296639407;6064.995744613735
563;JAI;3;27;23;26.895134857960237;75.77058907736162;-4134.11354201996;7860.313260150441
564;JAI;3;27;23;26.91067893577082;75.7828583136335;-2914.8053078079474;9582.268436232878
565;JAI;3;27;23;26.92078409204105;75.8009547586192;-1117.126461701759;10701.64031485744
566;JAI;3;27;23;26.926434755681896;75.81958095952297;732.8749708408253;11327.709985275535
567;JAI;3;27;23;26.93168233669013;75.83565103435936;2328.840260184958;11909.33952079441
568;JAI;3;27;23;26.93445572625678;75.851699349985;3922.5827328919636;12217.027871228129
569;JAI;3;27;23;26.93693306182617;75.86867996621238;5608.849014519255;12492.155227763144
570;JAI;3;27;23;26.941304744436952;75.8845474273287;7184.376817144987;12977.339441804099
571;JAI;3;27;23;26.943072516616784;75.90175708002616;8893.27038163501;13174.29832717821
572;JAI;3;27;23;26.946150986382168;75.91873438534677;10578.916093013599;13516.695364389938
573;JAI;3;27;23;26.94696361147831;75.93634174636652;12327.280366799358;13608.321303272263
574;JAI;3;27;23;26.947889565265132;75.95369218577709;14050.093120644426;13712.717858663154
575;JAI;3;27;23;26.94787666441985;75.97069017430573;15738.009302489963;13713.280199452036
576;JAI;3;27;24;26.826225;75.83337222;2104.4681153060433;224.54698071859877
577;JAI;3;27;24;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
578;JAI;3;27;24;26.82313064327588;75.80060268940659;-1153.0840203325045;-118.43286824628288
579;JAI;3;27;24;26.821818009165177;75.78230209298509;-2972.3751236885196;-263.5764100584053
580;JAI;3;27;24;26.824034868701787;75.7721212968913;-3984.3791627447954;-17.667796719813172
581;JAI;3;27;24;26.8260253002805;75.76736346396653;-4457.272283538616;203.03167391299525
582;JAI;3;27;24;26.82787923835083;75.7623019537957;-4960.341989950818;408.63710052560026
583;JAI;3;27;24;26.83549406137004;75.75635283363184;-5551.346482488607;1252.6113819836644
584;JAI;3;27;24;26.845093825707423;75.75589181642863;-5596.69936650013;2316.2926024316694
585;JAI;3;27;24;26.85896023434637;75.76161784926396;-5026.973793061783;3852.4614646680207
586;JAI;3;27;24;26.873939079951672;75.76981263374206;-4212.034841534267;5511.830693706623
587;JAI;3;27;24;26.88377248319947;75.78695578113741;-2508.3831053096214;6600.925708722005
588;JAI;3;27;24;26.88937867942687;75.80701489743744;-515.3484503582356;7221.857788429102
589;JAI;3;27;24;26.893068120570394;75.8265567870513;1426.1290271588996;7630.720721145116
590;JAI;3;27;24;26.89731666914923;75.84240514626816;3000.530486719407;8101.739216484456
591;JAI;3;27;24;26.89836576959468;75.85847729932235;4597.175592484925;8218.460890134485
592;JAI;3;27;24;26.89843241768278;75.87317665810028;6057.465861404745;8226.461891693127
593;JAI;3;27;24;26.90022780266099;75.88679996082105;7410.742242663578;8426.113918744919
594;JAI;3;27;24;26.9022273207834;75.90052021064261;8773.591010654412;8648.535796932028
595;JAI;3;27;24;26.90231727476419;75.91516815190367;10228.719358340319;8659.598113958493
596;JAI;3;27;24;26.903565225313354;75.9294611634482;11648.468009209402;8799.102386636774
597;JAI;3;27;24;26.90506681663468;75.94368705826379;13061.489156171863;8966.862983397943
598;JAI;3;27;24;26.90639476621273;75.95776181315239;14459.481306934826;9115.524904247524
599;JAI;3;27;24;26.90737627534049;75.97147856444221;15821.926386059027;9225.911190564659
600;JAI;3;27;25;26.826225;75.83337222;2104.4681153060433;224.54698071859877
601;JAI;3;27;25;26.82373394888889;75.80685863888887;-531.1791275734882;-51.627640652433556
602;JAI;3;27;25;26.82324090428671;75.80061314249559;-1152.043766785099;-106.21595935120418
603;JAI;3;27;25;26.822922482037487;75.78387927889058;-2815.558436672485;-141.2359305970979
604;JAI;3;27;25;26.82577379877679;75.77679350608409;-3519.866189786474;174.86889272564594
605;JAI;3;27;25;26.82736021755584;75.77251665231978;-3944.962147047758;350.77100492985016
606;JAI;3;27;25;26.82904914355456;75.76893333212374;-4301.101946017172;538.0216257829578
607;JAI;3;27;25;26.83532815350841;75.7649210050201;-4699.686397227687;1233.882822370928
